title,author,price,publisher,page_count,generes,ISBN
"The Complete Works of William Shakespeare: All 213 Plays, Poems, Sonnets, Apocryphal Plays + The Biography: The Life of William Shakespeare by Sidney Lee: Hamlet - Romeo and Juliet - King Lear - A Midsummer Night's Dream - Macbeth - The Tempest - Othello and many more",William Shakespeare,4.17,e-artnow,1424,General,9788030000000 
The Art of War (The Classic Lionel Giles Translation),Sun Tzu,4.17,e-artnow,80,"History , Military , General",9788070000000 
Platform: Get Noticed in a Noisy World,Michael Hyatt,73.92,HarperCollins Leadership,288,"Business , Economics , Advertising , Promotion",9781600000000 
Ultimate Spider-Man Vol. 11: Carnage,Brian Michael Bendis,43.28,Marvel Entertainment,144,"Comics , Graphic Novels , Superheroes",9780790000000 
Diabolical,Jana DeLeon,23.59,Jana DeLeon,360,General,9781940000000 
Introducing Critical Theory: A Graphic Guide,Stuart Sim,23.4,Icon Books,176,General,9781840000000 
Final Option,Clive Cussler,71.63,Penguin,400,"Fiction , Action , Adventure",9780530000000 
Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,69.24,Bloomsbury Publishing,400,General,9781530000000 
The Secret,Rhonda Byrne,47.22,Simon and Schuster,216,"Self-Help , Personal Growth , Success",9781420000000 
The Art of War (The Classic Lionel Giles Translation),Sun Tzu,4.17,e-artnow,80,General,9788070000000 
The Shadow Rising: Book Four of 'The Wheel of Time',Robert Jordan,33.42,Tor Books,704,"Fiction , Fantasy , Action , Adventure",9781430000000 
Bring Me Back,B A Paris,30.71,HarperCollins UK,368,"Fiction , Thrillers , Psychological",9780010000000 
Business Strategy (The Brian Tracy Success Library),Brian Tracy,38.33,AMACOM,112,General,9780810000000 
Personal Success (The Brian Tracy Success Library),Brian Tracy,29.4,AMACOM,112,General,9780810000000 
Dead Silent,Shirley Wells,8.85,Harlequin,355,"Fiction , Mystery , Detective , International Mystery , Crime",9781430000000 
Total Control,David Baldacci,41.82,Pan Macmillan,624,"Fiction , Thrillers , Crime",9780330000000 
Civil War: Volume 1,Mark Millar,51.16,Marvel Entertainment,208,General,9780790000000 
Happy: Why More or Less Everything is Absolutely Fine,Derren Brown,55.47,Random House,576,General,9781470000000 
Introducing Critical Theory: A Graphic Guide,Stuart Sim,23.4,Icon Books,176,"Comics , Graphic Novels , Nonfiction",9781840000000 
A Crown of Swords: Book Seven of 'The Wheel of Time',Robert Jordan,33.42,Macmillan,688,"Fiction , Fantasy , Epic",9781430000000 
Happy: Why More or Less Everything is Absolutely Fine,Derren Brown,55.47,Random House,576,"Psychology , Emotions",9781470000000 
Platform Revolution: How Networked Markets Are Transforming the Economy—and How to Make Them Work for You,Geoffrey G. Parker,70.7,W. W. Norton & Company,256,"Business , Economics , E-Commerce , General",9780390000000 
The Red Signal: An Agatha Christie Short Story,Agatha Christie,7.5,HarperCollins UK,40,"Fiction , Mystery , Detective , General",9780010000000 
God of War: The Official Novelization,J.M. Barlog,15.82,Titan Books,400,General,9781790000000 
I Am Pilgrim: The bestselling Richard & Judy Book Club pick,Terry Hayes,49.92,Random House,704,"Fiction , Thrillers , Crime",9781450000000 
Getting Things Done: The Art of Stress-Free Productivity,David Allen,66.87,Penguin,352,"Self-Help , Self-Management , Time Management",9780700000000 
The Daylight War: Book Three of The Demon Cycle,Peter V. Brett,35.4,Del Rey,656,General,9780350000000 
Candide,Voltaire,11.78,Open Road Media,112,"Fiction , Literary",9781500000000 
The Vagrant (The Vagrant Trilogy),Peter Newman,34.58,HarperCollins UK,416,"Fiction , Fantasy , Epic",9780010000000 
"Mistborn Trilogy: The Final Empire, The Well of Ascension, The Hero of Ages",Brandon Sanderson,66.12,Tor Books,1712,"Fiction , Fantasy , Epic",9781430000000 
Dork Diaries: Spectacular Superstar,Rachel Renee Russell,33.83,Simon and Schuster,368,"Juvenile Fiction , General",9781470000000 
Final Option: 'The best one yet',Clive Cussler,93.75,Penguin UK,400,General,9781410000000 
Happy: Why More or Less Everything is Absolutely Fine,Derren Brown,55.47,Random House,576,"Psychology , General",9781470000000 
Batman vs. Superman: The Greatest Battles,Geoff Johns,39.34,DC,147,General,9781400000000 
Think Like a Freak: The Authors of Freakonomics Offer to Retrain Your Brain,Steven D. Levitt,50.25,Harper Collins,304,"Psychology , Creative Ability",9780060000000 
Immortal Hulk Vol. 1: Or Is He Both?,Al Ewing,35.41,Marvel Entertainment,128,"Comics , Graphic Novels , Superheroes",9781300000000 
Her Royal Spyness,Rhys Bowen,31.46,Penguin,336,"Fiction , Mystery , Detective , Amateur Sleuth",9781100000000 
"Assassin's Apprentice (The Farseer Trilogy, Book 1)",Robin Hobb,26.51,HarperCollins UK,400,"Fiction , Fantasy , General",9780010000000 
The Art of Super Mario Odyssey,Nintendo,133.85,Dark Horse Comics,368,General,9781510000000 
The Memoirs of Sherlock Holmes,Arthur Conan Doyle,0,Simon and Schuster,320,"Fiction , Thrillers , Suspense",9781480000000 
Blood Runs Cold: A completely unputdownable mystery and suspense thriller,Dylan Young,11.21,Bookouture,350,"Fiction , Thrillers , Suspense",9781790000000 
Getting Things Done: The Art of Stress-Free Productivity,David Allen,66.87,Penguin,352,General,9780700000000 
Her Royal Spyness,Rhys Bowen,31.46,Penguin,336,General,9781100000000 
Shattered Bonds,Faith Hunter,31.46,Penguin,400,"Fiction , Fantasy , Paranormal",9780400000000 
"The Lord of the Rings: The Fellowship of the Ring, The Two Towers, The Return of the King",J. R. R. Tolkien,81.87,HarperCollins UK,1216,"Fiction , Fairy Tales, Folk Tales, Legends , Mythology",9780010000000 
The Vagrant (The Vagrant Trilogy),Peter Newman,34.58,HarperCollins UK,416,General,9780010000000 
Mighty Thor Vol. 2: Lords Of Midgard,Jason Aaron,66.91,Marvel Entertainment,160,General,9781300000000 
The Walking Dead: Compendium 1,Robert Kirkman,157.49,"Image Comics, Inc.",28,General,9781610000000 
"A Feast for Crows (A Song of Ice and Fire, Book 4)",George R.R. Martin,29.29,HarperCollins UK,864,"Fiction , Fantasy , Dragons , Mythical Creatures",9780010000000 
"Mini Habits: Smaller Habits, Bigger Results",Stephen Guise,23.59,Selective Entertainment LLC,126,General,9781000000000 
The Shadow Rising: Book Four of 'The Wheel of Time',Robert Jordan,33.42,Tor Books,704,General,9781430000000 
Blood Runs Cold: A completely unputdownable mystery and suspense thriller,Dylan Young,11.21,Bookouture,350,General,9781790000000 
Thirty-Five and a Half Conspiracies: Rose Gardner Mystery #8,Denise Grover Swank,15.19,DGS,350,"Fiction , Mystery , Detective , Women Sleuths",9781940000000 
W is for Wasted: A Kinsey Millhone Novel,Sue Grafton,39.34,Penguin,448,"Fiction , Mystery , Detective , Private Investigators",9781100000000 
Deadpool Kills the Marvel Universe,Cullen Bunn,27.53,Marvel Entertainment,96,General,9781300000000 
Antiques Con,Barbara Allan,29.9,Kensington Books,288,"Fiction , Mystery , Detective , Cozy , General",9781620000000 
Furies of Calderon,Jim Butcher,14.29,Penguin,672,"Fiction , Fantasy , Military",9781440000000 
You'll Never See Daylight Again,Michaella McCollum,42.16,Kings Road Publishing,476,"True Crime , General",9781790000000 
Why We Sleep: The New Science of Sleep and Dreams,Matthew Walker,46.85,Penguin UK,368,"Psychology , Neuropsychology",9780140000000 
The Call of Cthulhu,H. P. Lovecraft,3.71,BookRix,49,"Fiction , Horror",9783740000000 
Batman: Earth One,Geoff Johns,59.03,DC,146,General,9781400000000 
"Mini Habits: Smaller Habits, Bigger Results",Stephen Guise,23.59,Selective Entertainment LLC,126,"Health , Fitness , Healthy Living",9781000000000 
The Weight of Honor (Kings and Sorcerers--Book 3),Morgan Rice,18.72,Morgan Rice,250,General,9781630000000 
Introducing Critical Theory: A Graphic Guide,Stuart Sim,23.4,Icon Books,176,"Philosophy , Movements , General",9781840000000 
The Art of Thinking Clearly,Rolf Dobelli,7.84,Harper Collins,384,"Psychology , Social Psychology",9780060000000 
Auberon,James S. A. Corey,11.78,Hachette UK,112,"Fiction , Science Fiction , Space Opera",9780360000000 
Find Me: A Novel,Andre Aciman,46.88,"Farrar, Straus and Giroux",272,General,9780370000000 
Crossroads of Twilight: Book Ten of 'The Wheel of Time',Robert Jordan,33.42,Tor Fantasy,704,"Fiction , Fantasy , Action , Adventure",9781430000000 
The Infinite Game,Simon Sinek,71.63,Penguin,272,"Business , Economics , Leadership",9780740000000 
"Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time, Edition 3",Brian Tracy,62.82,Berrett-Koehler Publishers,144,"Business , Economics , Personal Success",9781630000000 
Attack on Titan: Volume 13,Hajime Isayama,43.28,Kodansha Comics,192,"Comics , Graphic Novels , Manga , Science Fiction",9781610000000 
Batman: Arkham Knight Vol. 3,Peter J. Tomasi,98.42,DC,200,General,9781400000000 
Total Control,David Baldacci,41.82,Pan Macmillan,624,General,9780330000000 
"Shadowbred: The Twilight War, Book 1",Paul S. Kemp,27.53,Wizards of the Coast,352,"Fiction , Fantasy , Action , Adventure",9780790000000 
"Assassin's Apprentice (The Farseer Trilogy, Book 1)",Robin Hobb,26.51,HarperCollins UK,400,General,9780010000000 
The Mysterious Affair at Styles (Poirot),Agatha Christie,19.28,HarperCollins UK,208,"Fiction , Classics",9780010000000 
"Goals!: How to Get Everything You Want -- Faster Than You Ever Thought Possible, Edition 2",Brian Tracy,86.45,Berrett-Koehler Publishers,288,"Self-Help , Personal Growth , General",9781610000000 
The Mysterious Affair at Styles,Agatha Christie,8.7,HarperCollins UK,208,General,9780010000000 
Antiques Chop,Barbara Allan,29.9,Kensington Books,240,"Fiction , Mystery , Detective , Amateur Sleuth",9781620000000 
Killer Blonde,Laura Levine,73.67,Kensington Books,288,"Fiction , Mystery , Detective , Women Sleuths",9780760000000 
The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,62.1,Random House,416,General,9780680000000 
"A Feast for Crows (A Song of Ice and Fire, Book 4)",George R.R. Martin,29.29,HarperCollins UK,864,"Fiction , Fantasy , Dark Fantasy",9780010000000 
Diabolical,Jana DeLeon,23.59,Jana DeLeon,360,"Fiction , Mystery , Detective , Women Sleuths",9781940000000 
The Vagrant (The Vagrant Trilogy),Peter Newman,34.58,HarperCollins UK,416,"Fiction , Fantasy , Dragons , Mythical Creatures",9780010000000 
Spider-Man: Anti-Venom,Dan Slott,19.65,Marvel Entertainment,96,"Comics , Graphic Novels , Superheroes",9780790000000 
The Art of War (The Classic Lionel Giles Translation),Sun Tzu,4.17,e-artnow,80,"Biography , Autobiography , Historical",9788070000000 
The Essentials of Finance and Accounting for Nonfinancial Managers,Edward Fields,58.99,AMACOM,320,"Business , Economics , Budgeting",9780810000000 
Kingdom Of Strangers,Zoe Ferraris,39.34,Hachette UK,368,"Fiction , Mystery , Detective , General",9780750000000 
Ready Player One,Ernest Cline,39.34,Broadway Books,384,"Fiction , Science Fiction , Action , Adventure",9780310000000 
The Law of Success in Sixteen Lessons,Napoleon Hill,7.84,Simon and Schuster,547,General,9781630000000 
The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,32.51,Pan Macmillan,245,"Fiction , Science Fiction , Action , Adventure",9780330000000 
Platform Revolution: How Networked Markets Are Transforming the Economy—and How to Make Them Work for You,Geoffrey G. Parker,70.7,W. W. Norton & Company,256,"Business , Economics , Entrepreneurship",9780390000000 
A Forge of Valor (Kings and Sorcerers--Book 4),Morgan Rice,18.72,Morgan Rice,250,"Juvenile Fiction , Science Fiction",9781630000000 
Salvaged,Madeleine Roux,47.78,Penguin,368,"Fiction , Horror",9780450000000 
Start Day Trading Now: A Quick and Easy Introduction to Making Money While Managing Your Risk,Michael Sincere,47.22,Simon and Schuster,224,General,9781440000000 
"A Feast for Crows (A Song of Ice and Fire, Book 4)",George R.R. Martin,29.29,HarperCollins UK,864,"Fiction , Fantasy , General",9780010000000 
Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,69.24,Bloomsbury Publishing,400,"Technology , Engineering , General",9781530000000 
Watchmen (2019 Edition),Alan Moore,98.42,DC Comics,448,General,9781780000000 
Competitive Advantage: Creating and Sustaining Superior Performance,Michael E. Porter,78.72,Simon and Schuster,592,"Business , Economics , Management Science",9781420000000 
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,51.16,Hachette UK,256,"Self-Help , General",9781470000000 
Death Masks,Jim Butcher,39.34,Penguin Group,464,"Fiction , Fantasy , Paranormal",9781100000000 
Marketing (The Brian Tracy Success Library),Brian Tracy,29.4,AMACOM,112,"Business , Economics , Marketing , Multilevel",9780810000000 
Batman vs. Superman: The Greatest Battles,Geoff Johns,39.34,DC,147,"Comics , Graphic Novels , Superheroes",9781400000000 
The Queen of Nothing (The Folk of the Air #3),Holly Black,36.86,Bonnier Zaffre Ltd.,448,"Fiction , Fantasy , Dark Fantasy",9781470000000 
Powerful Phrases for Dealing with Difficult People: Over 325 Ready-to-Use Words and Phrases for Working with Challenging Personalities,Renee Evenson,32.36,AMACOM,240,"Business , Economics , Business Communication , General",9780810000000 
Business Strategy (The Brian Tracy Success Library),Brian Tracy,38.33,AMACOM,112,"Business , Economics , Management",9780810000000 
Dark Matter: A Novel,Blake Crouch,28.61,Broadway Books,368,General,9781100000000 
Total Control,David Baldacci,41.82,Pan Macmillan,624,"Fiction , Crime",9780330000000 
The Tower of the Swallow: Witcher 6,Andrzej Sapkowski,43.28,Hachette UK,400,"Fiction , Fantasy , General",9781470000000 
Gangster: A Novel,Lorenzo Carcaterra,31.46,Ballantine Books,384,"Fiction , Thrillers , Crime",9780350000000 
Once Missed (A Riley Paige MysteryBook 16),Blake Pierce,31.47,Blake Pierce,250,"Fiction , Thrillers , Suspense",9781640000000 
"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,265.39,Springer Science & Business Media,404,"Computers , Electronic Commerce",9783640000000 
The Queen of Nothing (The Folk of the Air #3),Holly Black,36.86,Bonnier Zaffre Ltd.,448,General,9781470000000 
HR from the Outside In: Six Competencies for the Future of Human Resources,David Ulrich,133.9,McGraw Hill Professional,272,"Business , Economics , Training",9780070000000 
The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,62.1,Random House,416,"Psychology , Social Psychology",9780680000000 
Powerful Phrases for Dealing with Difficult People: Over 325 Ready-to-Use Words and Phrases for Working with Challenging Personalities,Renee Evenson,32.36,AMACOM,240,"Business , Economics , Decision-Making , Problem Solving",9780810000000 
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,51.16,Hachette UK,256,General,9781470000000 
"A Game of Thrones: The Story Continues Books 1-5: A Game of Thrones, A Clash of Kings, A Storm of Swords, A Feast for Crows, A Dance with Dragons (A Song of Ice and Fire)",George R.R. Martin,88.06,HarperCollins UK,4544,"Fiction , Fantasy , Dragons , Mythical Creatures",9780010000000 
"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,265.39,Springer Science & Business Media,404,"Computers , System Administration , Storage , Retrieval",9783640000000 
Boy Erased: A Memoir,Garrard Conley,23.85,Penguin,352,"Biography , Autobiography , Literary Figures",9780700000000 
Shall We Tell the President?,Jeffrey Archer,41.82,Pan Macmillan,200,"Fiction , Thrillers , Political",9780330000000 
"Tintinalli's Emergency Medicine: A Comprehensive Study Guide, 9th edition: Edition 9",Judith E. Tintinalli,886.08,McGraw Hill Professional,2192,"Medical , Internal Medicine",9781260000000 
Working With You is Killing Me: Freeing Yourself from Emotional Traps at Work,Katherine Crowley,78.76,Hachette UK,256,"Self-Help , Communication , Social Skills",9780760000000 
Ask A Footballer,James Milner,98.42,Hachette UK,320,General,9781530000000 
The Fires of Heaven: Book Five of 'The Wheel of Time',Robert Jordan,33.42,Tor Books,704,General,9781430000000 
Avengers Vol. 1: Avengers World,Jonathan Hickman,43.28,Marvel Entertainment,152,General,9781300000000 
10 Ways to be less consumerist,James Fries,4.43,EDITORA BIBLIOMUNDI SERVIÇOS DIGITAIS LTDA,15,"Business , Economics , Personal Finance , General",9781530000000 
"The Girl in the Spider's Web: A Lisbeth Salander novel, continuing Stieg Larsson's Millennium Series",David Lagercrantz,39.34,Vintage Crime/Black Lizard,416,General,9780390000000 
"Tintinalli's Emergency Medicine: A Comprehensive Study Guide, 9th edition: Edition 9",Judith E. Tintinalli,886.08,McGraw Hill Professional,2192,General,9781260000000 
Management (The Brian Tracy Success Library),Brian Tracy,38.44,AMACOM,112,"Business , Economics , Decision-Making , Problem Solving",9780810000000 
The Mysterious Affair at Styles,Agatha Christie,8.7,HarperCollins UK,208,"Fiction , Mystery , Detective , General",9780010000000 
"A Game of Thrones: The Story Continues Books 1-5: A Game of Thrones, A Clash of Kings, A Storm of Swords, A Feast for Crows, A Dance with Dragons (A Song of Ice and Fire)",George R.R. Martin,88.06,HarperCollins UK,4544,"Fiction , Fantasy , Dark Fantasy",9780010000000 
Spider-Verse: Volume 1,Dan Slott,118.11,Marvel Entertainment,624,"Comics , Graphic Novels , Superheroes",9781300000000 
Mrs. Pollifax Unveiled,Dorothy Gilman,31.46,Ballantine Books,208,"Fiction , Thrillers , Suspense",9780350000000 
Getting Things Done: The Art of Stress-Free Productivity,David Allen,66.87,Penguin,352,"Self-Help , Self-Management , Stress Management",9780700000000 
The Choice of Magic,Michael G. Manning,11.78,Michael Manning,408,"Young Adult Fiction , Fantasy , Epic",9781940000000 
The Weight of Honor (Kings and Sorcerers--Book 3),Morgan Rice,18.72,Morgan Rice,250,"Juvenile Fiction , Science Fiction",9781630000000 
We Should All Be Feminists,Chimamanda Ngozi Adichie,23.85,Vintage,32,"Social Science , Gender Studies",9781100000000 
Spider-Man: Kraven's Last Hunt,J. M. DeMatteis,43.28,Marvel Entertainment,168,"Comics , Graphic Novels , Superheroes",9781300000000 
Final Option: 'The best one yet',Clive Cussler,93.75,Penguin UK,400,"Fiction , Thrillers , Espionage",9781410000000 
"Shadowbred: The Twilight War, Book 1",Paul S. Kemp,27.53,Wizards of the Coast,352,"Fiction , Fantasy , Dragons , Mythical Creatures",9780790000000 
The Art of War (The Classic Lionel Giles Translation),Sun Tzu,4.17,e-artnow,80,"History , Military , Strategy",9788070000000 
Venomized,Cullen Bunn,35.41,Marvel Entertainment,136,General,9781300000000 
"A Feast for Crows (A Song of Ice and Fire, Book 4)",George R.R. Martin,29.29,HarperCollins UK,864,"Fiction , Action , Adventure",9780010000000 
Final Option,Clive Cussler,71.63,Penguin,400,General,9780530000000 
No One Is Too Small to Make a Difference,Greta Thunberg,38.18,Penguin,112,"Nature , Environmental Conservation , Protection",9780530000000 
Competitive Advantage: Creating and Sustaining Superior Performance,Michael E. Porter,78.72,Simon and Schuster,592,General,9781420000000 
Find Me: A TOP TEN SUNDAY TIMES BESTSELLER,Andre Aciman,42.16,Faber & Faber,256,General,9780570000000 
How to Understand Business Finance: Edition 2,Bob Cinnamon,46.85,Kogan Page Publishers,176,"Business , Economics , Finance , General",9780750000000 
Ready Player One,Ernest Cline,39.34,Broadway Books,384,"Fiction , Thrillers , General",9780310000000 
The Way Of Shadows: Book 1 of the Night Angel,Brent Weeks,43.28,Hachette UK,688,"Fiction , Fantasy , General",9780750000000 
Batman Vol. 4: Zero Year-Secret City (The New 52),Scott Snyder,66.91,DC,180,General,9781400000000 
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,51.16,Hachette UK,256,"Business , Economics , Personal Success",9781470000000 
The Art of Super Mario Odyssey,Nintendo,133.85,Dark Horse Comics,368,"Art , Popular Culture",9781510000000 
"The Lord of the Rings: The Fellowship of the Ring, The Two Towers, The Return of the King",J. R. R. Tolkien,81.87,HarperCollins UK,1216,"Fiction , Fantasy , Epic",9780010000000 
"Assassin's Apprentice (The Farseer Trilogy, Book 1)",Robin Hobb,26.51,HarperCollins UK,400,"Fiction , Action , Adventure",9780010000000 
After Anna,Alex Lake,20.51,HarperCollins UK,416,"Fiction , Action , Adventure",9780010000000 
The Essentials of Finance and Accounting for Nonfinancial Managers,Edward Fields,58.99,AMACOM,320,General,9780810000000 
The Weight of Honor (Kings and Sorcerers--Book 3),Morgan Rice,18.72,Morgan Rice,250,"Fiction , Fantasy , General",9781630000000 
How to Win Friends and Influence People,Dale Carnegie,55.47,Random House,304,"Self-Help , General",9781410000000 
Wedge's Gamble: Star Wars Legends (X-Wing),Michael A. Stackpole,31.46,Del Rey,368,"Fiction , Science Fiction , Action , Adventure",9780310000000 
The Call of Cthulhu,H. P. Lovecraft,3.71,BookRix,49,General,9783740000000 
The Ultimate Secrets of Total Self-Confidence,Robert Anthony,23.85,Penguin,240,"Body, Mind , Spirit , Inspiration , Personal Growth",9781100000000 
Rework,Jason Fried,71.63,Currency,288,"Business , Economics , Entrepreneurship",9780310000000 
Spider-Verse: Volume 1,Dan Slott,118.11,Marvel Entertainment,624,General,9781300000000 
The Shadow Rising: Book Four of 'The Wheel of Time',Robert Jordan,33.42,Tor Books,704,"Fiction , Fantasy , Epic",9781430000000 
"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial",Tony Robbins,55.09,Simon and Schuster,544,"Self-Help , General",9780740000000 
No One Is Too Small to Make a Difference,Greta Thunberg,38.18,Penguin,112,"Biography , Autobiography , Environmentalists , Naturalists",9780530000000 
The Last Wife: An absolutely gripping and emotional page turner with a brilliant twist,Nicola Marsh,14.96,Bookouture,358,"Fiction , Thrillers , Psychological",9781840000000 
Sword of Destiny: Witcher 2: Tales of the Witcher,Andrzej Sapkowski,43.28,Hachette UK,400,General,9781470000000 
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,51.16,Hachette UK,256,"Self-Help , Personal Growth , Success",9781470000000 
Why We Sleep: The New Science of Sleep and Dreams,Matthew Walker,46.85,Penguin UK,368,"Psychology , Physiological Psychology",9780140000000 
PSYCHOANALYSIS FOR BEGINNERS: A General Introduction to Psychoanalysis & Dream Psychology,Sigmund Freud,2.06,e-artnow,160,"Psychology , Movements , Psychoanalysis",9788030000000 
A Forge of Valor (Kings and Sorcerers--Book 4),Morgan Rice,18.72,Morgan Rice,250,General,9781630000000 
Influence: The Psychology of Persuasion,Robert B. Cialdini,56.14,Harper Collins,336,"Self-Help , Personal Growth , Success",9780060000000 
Darksiders: The Abomination Vault: A Novel,Ari Marmell,57.3,Del Rey,368,"Fiction , Fairy Tales, Folk Tales, Legends , Mythology",9780350000000 
The Secrets of Saving and Investing with Alvin Hall: Simple Strategies to Make Your Money Go Further,Alvin Hall,3.9,Hachette UK,30,"Business , Economics , Personal Finance , Budgeting",9781470000000 
Edgedancer: From the Stormlight Archive,Brandon Sanderson,36.79,Tor Books,226,General,9781250000000 
"Mistborn Trilogy: The Final Empire, The Well of Ascension, The Hero of Ages",Brandon Sanderson,66.12,Tor Books,1712,General,9781430000000 
On Tyranny: Twenty Lessons from the Twentieth Century,Timothy Snyder,33.38,Tim Duggan Books,128,"Political Science , Civics , Citizenship",9780800000000 
Competitive Advantage: Creating and Sustaining Superior Performance,Michael E. Porter,78.72,Simon and Schuster,592,"Business , Economics , Economics , Theory",9781420000000 
Forever Evil,Geoff Johns,98.42,DC,240,General,9781400000000 
The Guardians: The explosive new thriller from international bestseller John Grisham,John Grisham,98.42,Hachette UK,384,"Fiction , Thrillers , Crime",9781470000000 
The Punisher Vol. 1: Black and White,Natahan Edmondson,70.85,Marvel Entertainment,136,"Comics , Graphic Novels , Superheroes",9781300000000 
I Am Pilgrim: The bestselling Richard & Judy Book Club pick,Terry Hayes,49.92,Random House,704,General,9781450000000 
Homecoming (A Chloe Fine Psychological Suspense MysteryBook 5),Blake Pierce,22.47,Blake Pierce,250,General,9781090000000 
The Mysterious Affair at Styles,Agatha Christie,8.7,HarperCollins UK,208,"Fiction , Classics",9780010000000 
The Ultimate Secrets of Total Self-Confidence,Robert Anthony,23.85,Penguin,240,"Business , Economics , Motivational",9781100000000 
Salvaged,Madeleine Roux,47.78,Penguin,368,"Fiction , Science Fiction , Alien Contact",9780450000000 
No Mercy: The brand new novel from the Queen of Crime,Martina Cole,98.42,Hachette UK,416,"Fiction , General",9781470000000 
Dead Silent,Shirley Wells,8.85,Harlequin,355,"Fiction , Mystery , Detective , Traditional",9781430000000 
The Burning White: Book Five of Lightbringer,Brent Weeks,98.42,Hachette UK,640,"Fiction , General",9780360000000 
Mega Man #1,Ian Flynn,11.78,Archie Comic Publications,25,"Juvenile Fiction , Humorous Stories",9781620000000 
The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,32.51,Pan Macmillan,245,General,9780330000000 
The Malady and Other Stories: An Andrzej Sapkowski Sampler,Andrzej Sapkowski,3.9,Hachette UK,96,"Fiction , Fantasy , Collections , Anthologies",9781470000000 
Heart and Brain: An Awkward Yeti Collection,The Awkward Yeti,33.14,Andrews McMeel Publishing,144,"Comics , Graphic Novels , Humorous",9781450000000 
"Rogue, Prisoner, Princess (Of Crowns and GloryBook 2)",Morgan Rice,14.96,Morgan Rice,250,"Fiction , Fantasy , Epic",9781630000000 
"A Feast for Crows (A Song of Ice and Fire, Book 4)",George R.R. Martin,29.29,HarperCollins UK,864,"Fiction , Fantasy , Epic",9780010000000 
Marvel Universe: The End,Jim Starlin,43.28,Marvel Entertainment,168,General,9781300000000 
"The Girl in the Spider's Web: A Lisbeth Salander novel, continuing Stieg Larsson's Millennium Series",David Lagercrantz,39.34,Vintage Crime/Black Lizard,416,"Fiction , Mystery , Detective , International Mystery , Crime",9780390000000 
Dark Age,Pierce Brown,71.63,Del Rey,800,"Fiction , Science Fiction , Action , Adventure",9780430000000 
Death Masks,Jim Butcher,39.34,Penguin Group,464,"Fiction , Fantasy , Urban",9781100000000 
Antiques Con,Barbara Allan,29.9,Kensington Books,288,General,9781620000000 
Powerful Phrases for Dealing with Difficult People: Over 325 Ready-to-Use Words and Phrases for Working with Challenging Personalities,Renee Evenson,32.36,AMACOM,240,"Business , Economics , Workplace Culture",9780810000000 
Rogues,George R. R. Martin,52.54,Bantam,832,"Fiction , Action , Adventure",9780800000000 
10 Ways to be annoying,James Fries,4.43,EDITORA BIBLIOMUNDI SERVIÇOS DIGITAIS LTDA,17,"Self-Help , Personal Growth , General",9781530000000 
Selling 101: What Every Successful Sales Professional Needs to Know,Zig Ziglar,29.55,HarperCollins Leadership,112,"Business , Economics , Sales , Selling , General",9781420000000 
The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,62.1,Random House,416,"Self-Help , Personal Growth , General",9780680000000 
Batman: Arkham Unhinged Vol. 1,Derek Fridolfs,59.03,DC,160,General,9781400000000 
"Captain Marvel Vol. 1: Higher, Further, Faster, More",Kelly Sue Deconnick,70.85,Marvel Entertainment,136,General,9781300000000 
Working With You is Killing Me: Freeing Yourself from Emotional Traps at Work,Katherine Crowley,78.76,Hachette UK,256,General,9780760000000 
Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,69.24,Bloomsbury Publishing,400,"Business , Economics , General",9781530000000 
"The Power of Focus: How to Hit Your Business, Personal and Financial Targets with Confidence and Certainty",Jack Canfield,72.16,Random House,368,General,9781450000000 
"The Lord of the Rings: The Fellowship of the Ring, The Two Towers, The Return of the King",J. R. R. Tolkien,81.87,HarperCollins UK,1216,"Fiction , Fantasy , Collections , Anthologies",9780010000000 
"Blood, Sweat, and Pixels: The Triumphant, Turbulent Stories Behind How Video Games Are Made",Jason Schreier,50.25,HarperCollins,304,General,9780060000000 
The Mysterious Affair at Styles,Agatha Christie,8.7,HarperCollins UK,208,"Fiction , Horror",9780010000000 
Once Missed (A Riley Paige MysteryBook 16),Blake Pierce,31.47,Blake Pierce,250,General,9781640000000 
"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,265.39,Springer Science & Business Media,404,"Business , Economics , Information Management",9783640000000 
