title,author,price,publisher,page_count,generes,ISBN
After Anna,Alex Lake,20.51,HarperCollins UK,416,"Fiction , Thrillers , Suspense",9780010000000 
How to Win Friends and Influence People,Dale Carnegie,55.47,Random House,304,"Self-Help , Personal Growth , General",9781410000000 
Twas The Nightshift Before Christmas: Festive hospital diaries from the author of million-copy hit This is Going to Hurt,Adam Kay,41.82,Pan Macmillan,112,"Biography , Autobiography , Science , Technology",9781530000000 
Thrawn (Star Wars),Timothy Zahn,39.34,Del Rey,448,"Fiction , Science Fiction , Space Opera",9780350000000 
The Way Of Shadows: Book 1 of the Night Angel,Brent Weeks,43.28,Hachette UK,688,"Fiction , Fantasy , Action , Adventure",9780750000000 
"The Lord of the Rings: The Fellowship of the Ring, The Two Towers, The Return of the King",J. R. R. Tolkien,81.87,HarperCollins UK,1216,"Fiction , Fantasy , General",9780010000000 
Watchmen (2019 Edition),Alan Moore,98.42,DC Comics,448,"Comics , Graphic Novels , Superheroes",9781780000000 
"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,265.39,Springer Science & Business Media,404,"Political Science , Public Affairs , Administration",9783640000000 
The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,32.51,Pan Macmillan,245,"Humor , General",9780330000000 
A Game of Thrones: A Song of Ice and Fire: Book One,George R. R. Martin,39.34,Bantam,720,General,9780550000000 
Martha Stewart's Cookie Perfection: 100+ Recipes to Take Your Sweet Treats to the Next Level: A Baking Book,Editors of Martha Stewart Living,66.87,Clarkson Potter,256,"Cooking , Holiday",9781520000000 
Freakonomics Rev Ed: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,88.69,Harper Collins,336,"Social Science , Popular Culture",9780060000000 
Introducing Critical Theory: A Graphic Guide,Stuart Sim,23.4,Icon Books,176,"Social Science , Sociology , General",9781840000000 
The Queen of Nothing (The Folk of the Air #3),Holly Black,36.86,Bonnier Zaffre Ltd.,448,"Juvenile Fiction , General",9781470000000 
Battle Sight Zero,Gerald Seymour,94.48,Hachette UK,448,"Fiction , Thrillers , Crime",9781470000000 
"How to Make Money in Stocks: A Winning System in Good Times and Bad, Fourth Edition: Edition 4",William J. O'Neil,86.64,McGraw Hill Professional,464,"Business , Economics , Public Finance",9780070000000 
Night of the Bold (Kings and Sorcerers--Book 6),Morgan Rice,22.47,Morgan Rice,250,"Fiction , Fantasy , Epic",9781630000000 
Think Like a Freak: The Authors of Freakonomics Offer to Retrain Your Brain,Steven D. Levitt,50.25,Harper Collins,304,"Business , Economics , Skills",9780060000000 
Riley Paige Mystery Bundle: Once Gone (#1) and Once Taken (#2),Blake Pierce,14.96,Blake Pierce,250,"Fiction , Mystery , Detective , General",9781630000000 
The Punisher Vol. 1: Black and White,Natahan Edmondson,70.85,Marvel Entertainment,136,General,9781300000000 
Wedge's Gamble: Star Wars Legends (X-Wing),Michael A. Stackpole,31.46,Del Rey,368,"Fiction , Science Fiction , Space Opera",9780310000000 
The Secret,Rhonda Byrne,47.22,Simon and Schuster,216,"Body, Mind , Spirit , Inspiration , Personal Growth",9781420000000 
The Queen of Nothing (The Folk of the Air #3),Holly Black,36.86,Bonnier Zaffre Ltd.,448,"Young Adult Fiction , Animals , Mythical Creatures",9781470000000 
Bring Me Back,B A Paris,30.71,HarperCollins UK,368,"Fiction , Women",9780010000000 
Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth,T. Harv Eker,3.9,Harper Collins,224,"Business , Economics , Entrepreneurship",9780060000000 
Eeny Meeny: DI Helen Grace 1,M. J. Arlidge,42.16,Penguin UK,464,"Fiction , Mystery , Detective , Women Sleuths",9781410000000 
"The Lord of the Rings: The Fellowship of the Ring, The Two Towers, The Return of the King",J. R. R. Tolkien,81.87,HarperCollins UK,1216,General,9780010000000 
The Neatest Little Guide to Stock Market Investing: Fifth Edition,Jason Kelly,62.1,Penguin,336,"Business , Economics , Personal Finance , Investing",9781100000000 
Candide,Voltaire,11.78,Open Road Media,112,General,9781500000000 
'Salem's Lot,Stephen King,55.1,Hachette UK,300,General,9781850000000 
Wedge's Gamble: Star Wars Legends (X-Wing),Michael A. Stackpole,31.46,Del Rey,368,General,9780310000000 
The Magic of Thinking Big,David J. Schwartz,66.87,Penguin,256,General,9780700000000 
Homecoming (A Chloe Fine Psychological Suspense MysteryBook 5),Blake Pierce,22.47,Blake Pierce,250,"Fiction , Mystery , Detective , General",9781090000000 
Diabolical,Jana DeLeon,23.59,Jana DeLeon,360,"Fiction , Thrillers , Psychological",9781940000000 
Green Lantern: Secret Origin,Geoff Johns,59.03,DC,194,"Comics , Graphic Novels , Superheroes",9781400000000 
Tall Tales and Wee Stories: The Best of Billy Connolly,Billy Connolly,98.42,Hachette UK,336,"Biography , Autobiography , Entertainment , Performing Arts",9781530000000 
Business Strategy (The Brian Tracy Success Library),Brian Tracy,38.33,AMACOM,112,"Business , Economics , Workplace Culture",9780810000000 
Night of the Bold (Kings and Sorcerers--Book 6),Morgan Rice,22.47,Morgan Rice,250,"Fiction , Fantasy , General",9781630000000 
Final Option,Clive Cussler,71.63,Penguin,400,"Fiction , Thrillers , General",9780530000000 
It,Stephen King,19.65,Simon and Schuster,1168,General,9781500000000 
Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,69.24,Bloomsbury Publishing,400,"Business , Economics , Time Management",9781530000000 
Mega Man #1,Ian Flynn,11.78,Archie Comic Publications,25,General,9781620000000 
Dork Diaries: Spectacular Superstar,Rachel Renee Russell,33.83,Simon and Schuster,368,General,9781470000000 
The Secrets of Saving and Investing with Alvin Hall: Simple Strategies to Make Your Money Go Further,Alvin Hall,3.9,Hachette UK,30,"Business , Economics , E-Commerce , Online Trading",9781470000000 
The Raven,Edgar Allan Poe,0,Simon and Schuster,32,"Fiction , Classics",9781480000000 
"Chronicle of the Unhewn Throne: (The Emperor's Blades, The Providence of Fire, The Last Mortal Bond)",Brian Staveley,129.51,Macmillan,1728,General,9780770000000 
All-New Wolverine Vol. 1: The Four Sisters,Tom Taylor,70.85,Marvel Entertainment,136,General,9781300000000 
Home Work: A Memoir of My Hollywood Years,Julie Andrews,98.42,Hachette UK,352,"Biography , Autobiography , Entertainment , Performing Arts",9781470000000 
Battle Sight Zero,Gerald Seymour,94.48,Hachette UK,448,"Fiction , Mystery , Detective , General",9781470000000 
The Queen of Nothing (The Folk of the Air #3),Holly Black,36.86,Bonnier Zaffre Ltd.,448,"Fiction , Fantasy , Dragons , Mythical Creatures",9781470000000 
Death of a Bachelorette,Laura Levine,29.9,Kensington Books,304,"Fiction , Mystery , Detective , Cozy , General",9781500000000 
Principles: Life and Work,Ray Dalio,59.03,Simon and Schuster,592,"Business , Economics , Personal Finance , General",9781500000000 
A Trace of Crime (a Keri Locke Mystery--Book #4),Blake Pierce,18.72,Blake Pierce,250,"Fiction , Mystery & Detective , General",9781640000000 
The Jump,Doug Johnstone,32.78,Faber & Faber,304,General,9780570000000 
Dark Matter: A Novel,Blake Crouch,28.61,Broadway Books,368,"Fiction , Thrillers , Technological",9781100000000 
Boy Erased: A Memoir,Garrard Conley,23.85,Penguin,352,"Biography , Autobiography , Personal Memoirs",9780700000000 
Good to Great: Why Some Companies Make the Leap...And Others Don't,Jim Collins,96.12,Harper Collins,320,General,9780060000000 
"The Painted Man (The Demon Cycle, Book 1)",Peter V. Brett,28.54,HarperCollins UK,544,"Fiction , Fantasy , Action , Adventure",9780010000000 
A Dance with Dragons: A Song of Ice and Fire: Book Five,George R. R. Martin,39.34,Bantam,1040,"Fiction , Science Fiction , Action , Adventure",9780550000000 
The Red Signal: An Agatha Christie Short Story,Agatha Christie,7.5,HarperCollins UK,40,"Fiction , Mystery , Detective , Traditional",9780010000000 
Bring Me Back,B A Paris,30.71,HarperCollins UK,368,General,9780010000000 
Killer Blonde,Laura Levine,73.67,Kensington Books,288,General,9780760000000 
Candide,Voltaire,11.78,Open Road Media,112,"Fiction , Classics",9781500000000 
Why We Sleep: The New Science of Sleep and Dreams,Matthew Walker,46.85,Penguin UK,368,General,9780140000000 
"The Painted Man (The Demon Cycle, Book 1)",Peter V. Brett,28.54,HarperCollins UK,544,"Fiction , Fantasy , Epic",9780010000000 
"A Game of Thrones: The Story Continues Books 1-5: A Game of Thrones, A Clash of Kings, A Storm of Swords, A Feast for Crows, A Dance with Dragons (A Song of Ice and Fire)",George R.R. Martin,88.06,HarperCollins UK,4544,"Fiction , War , Military",9780010000000 
No Mercy: The brand new novel from the Queen of Crime,Martina Cole,98.42,Hachette UK,416,"Fiction , Family Life , General",9781470000000 
"Financial Statements, Revised and Expanded Edition: A Step-by-Step Guide to Understanding and Creating Financial Reports",Thomas Ittelson,78.73,Red Wheel/Weiser,288,General,9781600000000 
Dark Age,Pierce Brown,71.63,Del Rey,800,"Fiction , Action , Adventure",9780430000000 
Becoming Steve Jobs: The Evolution of a Reckless Upstart into a Visionary Leader,Brent Schlender,70.88,Crown Business,464,General,9780390000000 
Critical Role Vox Machina: Origins: Volume 1,Matthew Mercer,66.9,Dark Horse Comics,168,"Comics , Graphic Novels , Fantasy",9781510000000 
The Magic of Thinking Big,David J. Schwartz,66.87,Penguin,256,"Business , Economics , Motivational",9780700000000 
The Magic of Thinking Big,David J. Schwartz,66.87,Penguin,256,"Self-Help , Personal Growth , Success",9780700000000 
Shantaram,Gregory David Roberts,55.1,Hachette UK,944,"Fiction , Action , Adventure",9781410000000 
Night of the Bold (Kings and Sorcerers--Book 6),Morgan Rice,22.47,Morgan Rice,250,General,9781630000000 
Bring Me Back,B A Paris,30.71,HarperCollins UK,368,"Fiction , General",9780010000000 
Final Option: 'The best one yet',Clive Cussler,93.75,Penguin UK,400,"Fiction , Thrillers , Crime",9781410000000 
The Red Signal: An Agatha Christie Short Story,Agatha Christie,7.5,HarperCollins UK,40,"Fiction , Short Stories (single author)",9780010000000 
The Queen of Nothing (The Folk of the Air #3),Holly Black,36.86,Bonnier Zaffre Ltd.,448,"Young Adult Fiction , Family , General",9781470000000 
The Mysterious Affair at Styles (Poirot),Agatha Christie,19.28,HarperCollins UK,208,"Fiction , Mystery , Detective , General",9780010000000 
Working With You is Killing Me: Freeing Yourself from Emotional Traps at Work,Katherine Crowley,78.76,Hachette UK,256,"Self-Help , Personal Growth , Success",9780760000000 
Antiques Chop,Barbara Allan,29.9,Kensington Books,240,General,9781620000000 
Batman: Year One,Frank Miller,59.03,DC,148,"Comics , Graphic Novels , Superheroes",9781400000000 
How to Win Friends and Influence People,Dale Carnegie,55.47,Random House,304,General,9781410000000 
A Dance with Dragons: A Song of Ice and Fire: Book Five,George R. R. Martin,39.34,Bantam,1040,General,9780550000000 
How to Understand Business Finance: Edition 2,Bob Cinnamon,46.85,Kogan Page Publishers,176,"Business , Economics , Accounting , Managerial",9780750000000 
Batman Vol. 4: Zero Year-Secret City (The New 52),Scott Snyder,66.91,DC,180,"Comics , Graphic Novels , Superheroes",9781400000000 
The Black Box,Michael Connelly,43.28,Hachette UK,448,"Fiction , Thrillers , Crime",9781410000000 
The Art of War (The Classic Lionel Giles Translation),Sun Tzu,4.17,e-artnow,80,"Body, Mind , Spirit , General",9788070000000 
"Mini Habits: Smaller Habits, Bigger Results",Stephen Guise,23.59,Selective Entertainment LLC,126,"Self-Help , Motivational , Inspirational",9781000000000 
Rogues,George R. R. Martin,52.54,Bantam,832,"Fiction , Thrillers , Suspense",9780800000000 
The Art of Thinking Clearly,Rolf Dobelli,7.84,Harper Collins,384,"Psychology , Cognitive Psychology , Cognition",9780060000000 
The Man in the High Castle,Philip K. Dick,55.17,Houghton Mifflin Harcourt,272,"Fiction , Science Fiction , General",9780550000000 
Thrawn (Star Wars),Timothy Zahn,39.34,Del Rey,448,General,9780350000000 
The Queen of Nothing (The Folk of the Air #3),Holly Black,36.86,Bonnier Zaffre Ltd.,448,"Young Adult Fiction , Fantasy , Epic",9781470000000 
One Small Step Can Change Your Life: The Kaizen Way,Robert Maurer,39.19,Workman Publishing,228,"Self-Help , Personal Growth , Success",9780760000000 
Happy: Why More or Less Everything is Absolutely Fine,Derren Brown,55.47,Random House,576,"Social Science , Sociology , General",9781470000000 
And Then There Were General,Agatha Christie,32.1,HarperCollins UK,224,"Fiction , Thrillers , Suspense",9780010000000 
Antiques Con,Barbara Allan,29.9,Kensington Books,288,"Fiction , Mystery , Detective , Private Investigators",9781620000000 
After Anna,Alex Lake,20.51,HarperCollins UK,416,"Fiction , Mystery , Detective , Police Procedural",9780010000000 
The Fires of Heaven: Book Five of 'The Wheel of Time',Robert Jordan,33.42,Tor Books,704,"Fiction , Fantasy , Action , Adventure",9781430000000 
Batman and Robin Vol. 1: Batman Reborn,Grant Morrison,59.03,DC,172,"Comics , Graphic Novels , Superheroes",9781400000000 
The Mysterious Affair at Styles,Agatha Christie,8.7,HarperCollins UK,208,"Fiction , Mystery , Detective , Cozy , General",9780010000000 
Dark Nights: Metal: Deluxe Edition: Issues 1-6,Scott Snyder,118.11,DC Comics,216,"Comics , Graphic Novels , Superheroes",9781400000000 
No One Is Too Small to Make a Difference,Greta Thunberg,38.18,Penguin,112,General,9780530000000 
The Art of War (The Classic Lionel Giles Translation),Sun Tzu,4.17,e-artnow,80,"Biography , Autobiography , Military",9788070000000 
Death Masks,Jim Butcher,39.34,Penguin Group,464,"Fiction , Mystery , Detective , Private Investigators",9781100000000 
Immortal Hulk Vol. 1: Or Is He Both?,Al Ewing,35.41,Marvel Entertainment,128,General,9781300000000 
God of War: The Official Novelization,J.M. Barlog,15.82,Titan Books,400,"Fiction , Fantasy , Action , Adventure",9781790000000 
10 Ways to be annoying,James Fries,4.43,EDITORA BIBLIOMUNDI SERVIÇOS DIGITAIS LTDA,17,"Family , Relationships , Friendship",9781530000000 
The Jump,Doug Johnstone,32.78,Faber & Faber,304,"Fiction , Thrillers , Suspense",9780570000000 
It,Stephen King,19.65,Simon and Schuster,1168,"Fiction , Coming of Age",9781500000000 
We Should All Be Feminists,Chimamanda Ngozi Adichie,23.85,Vintage,32,General,9781100000000 
Marvel Universe: The End,Jim Starlin,43.28,Marvel Entertainment,168,"Comics , Graphic Novels , Superheroes",9781300000000 
Thirty-Five and a Half Conspiracies: Rose Gardner Mystery #8,Denise Grover Swank,15.19,DGS,350,"Fiction , Mystery , Detective , Amateur Sleuth",9781940000000 
Gangster: A Novel,Lorenzo Carcaterra,31.46,Ballantine Books,384,General,9780350000000 
Getting Things Done: The Art of Stress-Free Productivity,David Allen,66.87,Penguin,352,"Business , Economics , Time Management",9780700000000 
Happy: Why More or Less Everything is Absolutely Fine,Derren Brown,55.47,Random House,576,"Philosophy , History , Surveys , General",9781470000000 
The Last Wife: An absolutely gripping and emotional page turner with a brilliant twist,Nicola Marsh,14.96,Bookouture,358,"Fiction , Thrillers , Suspense",9781840000000 
Platform Revolution: How Networked Markets Are Transforming the Economy—and How to Make Them Work for You,Geoffrey G. Parker,70.7,W. W. Norton & Company,256,General,9780390000000 
Introducing Critical Theory: A Graphic Guide,Stuart Sim,23.4,Icon Books,176,"Philosophy , History , Surveys , Modern",9781840000000 
The Burning White: Book Five of Lightbringer,Brent Weeks,98.42,Hachette UK,640,General,9780360000000 
Freakonomics Rev Ed: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,88.69,Harper Collins,336,"Business , Economics , Economics , General",9780060000000 
Start Day Trading Now: A Quick and Easy Introduction to Making Money While Managing Your Risk,Michael Sincere,47.22,Simon and Schuster,224,"Business , Economics , General",9781440000000 
Marketing (The Brian Tracy Success Library),Brian Tracy,29.4,AMACOM,112,General,9780810000000 
Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth,T. Harv Eker,3.9,Harper Collins,224,General,9780060000000 
"Assassin's Apprentice (The Farseer Trilogy, Book 1)",Robin Hobb,26.51,HarperCollins UK,400,"Fiction , Animals",9780010000000 
The Secrets of Saving and Investing with Alvin Hall: Simple Strategies to Make Your Money Go Further,Alvin Hall,3.9,Hachette UK,30,General,9781470000000 
A Dance with Dragons: A Song of Ice and Fire: Book Five,George R. R. Martin,39.34,Bantam,1040,"Fiction , Fantasy , Epic",9780550000000 
The Mysterious Affair at Styles (Poirot),Agatha Christie,19.28,HarperCollins UK,208,"Fiction , Mystery , Detective , Amateur Sleuth",9780010000000 
Predictably Irrational: The Hidden Forces that Shape Our Decisions,Dan Ariely,29.21,HarperCollins UK,304,"Business , Economics , Economics , General",9780010000000 
Injustice: Gods Among Us Year One - The Complete Collection: Issues 1-12,Tom Taylor,98.42,DC,400,General,9781400000000 
Martha Stewart's Cookie Perfection: 100+ Recipes to Take Your Sweet Treats to the Next Level: A Baking Book,Editors of Martha Stewart Living,66.87,Clarkson Potter,256,General,9781520000000 
"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial",Tony Robbins,55.09,Simon and Schuster,544,General,9780740000000 
Boy Erased: A Memoir,Garrard Conley,23.85,Penguin,352,General,9780700000000 
Kings and Sorcerers Bundle (Books 2 and 3),Morgan Rice,33.72,Morgan Rice,500,"Juvenile Fiction , Science Fiction",9781630000000 
"The Girl in the Spider's Web: A Lisbeth Salander novel, continuing Stieg Larsson's Millennium Series",David Lagercrantz,39.34,Vintage Crime/Black Lizard,416,"Fiction , Thrillers , Suspense",9780390000000 
The Black Box,Michael Connelly,43.28,Hachette UK,448,"Fiction , Mystery , Detective , General",9781410000000 
Leadership 101: What Every Leader Needs to Know,John C. Maxwell,32.48,HarperCollins Leadership,128,General,9781420000000 
The Complete Art of War,Sun Tzu,7.84,Simon and Schuster,667,"Political Science , Political Ideologies , General",9781630000000 
Ready Player One,Ernest Cline,39.34,Broadway Books,384,"Fiction , Dystopian",9780310000000 
How to Understand Business Finance: Edition 2,Bob Cinnamon,46.85,Kogan Page Publishers,176,"Business , Economics , Budgeting",9780750000000 
Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,69.24,Bloomsbury Publishing,400,"Business , Economics , Consumer Behavior",9781530000000 
The Secret,Rhonda Byrne,47.22,Simon and Schuster,216,"Self-Help , Motivational , Inspirational",9781420000000 
Shantaram,Gregory David Roberts,55.1,Hachette UK,944,"Fiction , Thrillers , General",9781410000000 
The Art of Thinking Clearly,Rolf Dobelli,7.84,Harper Collins,384,"Psychology , Neuropsychology",9780060000000 
Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,53.11,Abrams,224,"Juvenile Fiction , General",9781680000000 
How to Understand Business Finance: Edition 2,Bob Cinnamon,46.85,Kogan Page Publishers,176,"Business , Economics , Careers , General",9780750000000 
Dead Silent,Shirley Wells,8.85,Harlequin,355,"Fiction , Mystery , Detective , Police Procedural",9781430000000 
The Way Of Shadows: Book 1 of the Night Angel,Brent Weeks,43.28,Hachette UK,688,General,9780750000000 
Captivate: The Science of Succeeding with People,Vanessa Van Edwards,66.87,Penguin,288,General,9780400000000 
The Joker,Brian Azzarello,78.73,DC,130,"Comics , Graphic Novels , Superheroes",9781400000000 
And Then There Were General,Agatha Christie,32.1,HarperCollins UK,224,"Fiction , Mystery , Detective , Traditional",9780010000000 
"Blood, Sweat, and Pixels: The Triumphant, Turbulent Stories Behind How Video Games Are Made",Jason Schreier,50.25,HarperCollins,304,"Business , Economics , Industries , Entertainment",9780060000000 
Mrs. Pollifax Unveiled,Dorothy Gilman,31.46,Ballantine Books,208,General,9780350000000 
Shantaram,Gregory David Roberts,55.1,Hachette UK,944,"Fiction , General",9781410000000 
The Tower of the Swallow: Witcher 6,Andrzej Sapkowski,43.28,Hachette UK,400,"Fiction , Fantasy , Epic",9781470000000 
"The Painted Man (The Demon Cycle, Book 1)",Peter V. Brett,28.54,HarperCollins UK,544,"Fiction , Thrillers , Supernatural",9780010000000 
Twas The Nightshift Before Christmas: Festive hospital diaries from the author of million-copy hit This is Going to Hurt,Adam Kay,41.82,Pan Macmillan,112,"Humor , General",9781530000000 
"Prince of Thorns (The Broken Empire, Book 1)",Mark Lawrence,24.94,HarperCollins UK,416,"Fiction , Fantasy , Dark Fantasy",9780010000000 
The Queen of Nothing (The Folk of the Air #3),Holly Black,36.86,Bonnier Zaffre Ltd.,448,"Juvenile Fiction , Fantasy , Magic",9781470000000 
How to Understand Business Finance: Edition 2,Bob Cinnamon,46.85,Kogan Page Publishers,176,General,9780750000000 
How to Win Friends and Influence People,Dale Carnegie,55.47,Random House,304,"Family , Relationships , Friendship",9781410000000 
The Burning White: Book Five of Lightbringer,Brent Weeks,98.42,Hachette UK,640,"Fiction , Fantasy , Action , Adventure",9780360000000 
Total Control,David Baldacci,41.82,Pan Macmillan,624,"Fiction , Mystery , Detective , Amateur Sleuth",9780330000000 
Permanent Record,Edward Snowden,49.58,Metropolitan Books,352,"Biography , Autobiography , Personal Memoirs",9781250000000 
After Anna,Alex Lake,20.51,HarperCollins UK,416,"Fiction , Thrillers , Psychological",9780010000000 
The Guardians: The explosive new thriller from international bestseller John Grisham,John Grisham,98.42,Hachette UK,384,"Fiction , Thrillers , Legal",9781470000000 
Antiques Knock-Off,Barbara Allan,73.67,Kensington Publishing Corp.,240,General,9780760000000 
No Mercy: The brand new novel from the Queen of Crime,Martina Cole,98.42,Hachette UK,416,General,9781470000000 
Sword of Destiny: Witcher 2: Tales of the Witcher,Andrzej Sapkowski,43.28,Hachette UK,400,"Fiction , Fantasy , General",9781470000000 
On Tyranny: Twenty Lessons from the Twentieth Century,Timothy Snyder,33.38,Tim Duggan Books,128,"Social Science , Essays",9780800000000 
Powerful Phrases for Dealing with Difficult People: Over 325 Ready-to-Use Words and Phrases for Working with Challenging Personalities,Renee Evenson,32.36,AMACOM,240,General,9780810000000 
Twas The Nightshift Before Christmas: Festive hospital diaries from the author of million-copy hit This is Going to Hurt,Adam Kay,41.82,Pan Macmillan,112,"Biography , Autobiography , Personal Memoirs",9781530000000 
How to Win Friends and Influence People,Dale Carnegie,55.47,Random House,304,"Self-Help , Motivational , Inspirational",9781410000000 
PSYCHOANALYSIS FOR BEGINNERS: A General Introduction to Psychoanalysis & Dream Psychology,Sigmund Freud,2.06,e-artnow,160,General,9788030000000 
The Vagrant (The Vagrant Trilogy),Peter Newman,34.58,HarperCollins UK,416,"Fiction , Fantasy , General",9780010000000 
Business Strategy (The Brian Tracy Success Library),Brian Tracy,38.33,AMACOM,112,"Business , Economics , Strategic Planning",9780810000000 
Maigret Goes to School,Georges Simenon,47.78,Penguin,176,General,9781520000000 
"How to Make Money in Stocks: A Winning System in Good Times and Bad, Fourth Edition: Edition 4",William J. O'Neil,86.64,McGraw Hill Professional,464,General,9780070000000 
Think Like a Freak: The Authors of Freakonomics Offer to Retrain Your Brain,Steven D. Levitt,50.25,Harper Collins,304,"Business , Economics , Economics , General",9780060000000 
Blood Runs Cold: A completely unputdownable mystery and suspense thriller,Dylan Young,11.21,Bookouture,350,"Fiction , Thrillers , Crime",9781790000000 
A Crown of Swords: Book Seven of 'The Wheel of Time',Robert Jordan,33.42,Macmillan,688,"Fiction , Fantasy , Action , Adventure",9781430000000 
"The Lord of the Rings: The Fellowship of the Ring, The Two Towers, The Return of the King",J. R. R. Tolkien,81.87,HarperCollins UK,1216,"Fiction , Classics",9780010000000 
Venomized,Cullen Bunn,35.41,Marvel Entertainment,136,"Comics , Graphic Novels , Superheroes",9781300000000 
Salvaged,Madeleine Roux,47.78,Penguin,368,General,9780450000000 
Mrs. Pollifax Unveiled,Dorothy Gilman,31.46,Ballantine Books,208,"Fiction , Mystery , Detective , Traditional",9780350000000 
Gangster: A Novel,Lorenzo Carcaterra,31.46,Ballantine Books,384,"Fiction , Thrillers , Suspense",9780350000000 
Getting Away Is Deadly: An Ellie Avery Mystery,Sara Rosett,26.15,Kensington Publishing Corp.,320,"Fiction , Mystery , Detective , Amateur Sleuth",9781620000000 
HR from the Outside In: Six Competencies for the Future of Human Resources,David Ulrich,133.9,McGraw Hill Professional,272,General,9780070000000 
We Should All Be Feminists,Chimamanda Ngozi Adichie,23.85,Vintage,32,"Political Science , Essays",9781100000000 
The Secret,Rhonda Byrne,47.22,Simon and Schuster,216,General,9781420000000 
Tall Tales and Wee Stories: The Best of Billy Connolly,Billy Connolly,98.42,Hachette UK,336,"Humor , Topic , Celebrity , Popular Culture",9781530000000 
"Mini Habits: Smaller Habits, Bigger Results",Stephen Guise,23.59,Selective Entertainment LLC,126,"Self-Help , Personal Growth , Self-Esteem",9781000000000 
I Am Pilgrim: The bestselling Richard & Judy Book Club pick,Terry Hayes,49.92,Random House,704,"Fiction , Mystery , Detective , General",9781450000000 
The Queen of Nothing (The Folk of the Air #3),Holly Black,36.86,Bonnier Zaffre Ltd.,448,"Young Adult Fiction , Fantasy , Dark Fantasy",9781470000000 
The Guardians: A Novel,John Grisham,71.63,Doubleday,384,General,9780390000000 
No One Is Too Small to Make a Difference,Greta Thunberg,38.18,Penguin,112,"Science , Global Warming , Climate Change",9780530000000 
The Vagrant (The Vagrant Trilogy),Peter Newman,34.58,HarperCollins UK,416,"Fiction , Science Fiction , General",9780010000000 
The Infinite Game,Simon Sinek,71.63,Penguin,272,"Business , Economics , Decision-Making , Problem Solving",9780740000000 
And Then There Were General,Agatha Christie,32.1,HarperCollins UK,224,General,9780010000000 
"A Game of Thrones: The Story Continues Books 1-5: A Game of Thrones, A Clash of Kings, A Storm of Swords, A Feast for Crows, A Dance with Dragons (A Song of Ice and Fire)",George R.R. Martin,88.06,HarperCollins UK,4544,"Fiction , Fantasy , Epic",9780010000000 
Thrawn (Star Wars),Timothy Zahn,39.34,Del Rey,448,"Fiction , Science Fiction , Action , Adventure",9780350000000 
The Way Of Shadows: Book 1 of the Night Angel,Brent Weeks,43.28,Hachette UK,688,"Fiction , Fantasy , Epic",9780750000000 
We,Yevgeny Zamyatin,7.13,Pan,226,"Fiction , Science Fiction , Action , Adventure",9781740000000 
Influence: The Psychology of Persuasion,Robert B. Cialdini,56.14,Harper Collins,336,"Business , Economics , Consumer Behavior",9780060000000 
Blue Moon: A Jack Reacher Novel,Lee Child,71.63,Dell,368,"Fiction , Mystery , Detective , General",9780400000000 
Death of a Bachelorette,Laura Levine,29.9,Kensington Books,304,"Fiction , Mystery , Detective , Women Sleuths",9781500000000 
Introducing Critical Theory: A Graphic Guide,Stuart Sim,23.4,Icon Books,176,"Philosophy , General",9781840000000 
Predictably Irrational: The Hidden Forces that Shape Our Decisions,Dan Ariely,29.21,HarperCollins UK,304,"Self-Help , Personal Growth , General",9780010000000 
Eeny Meeny: DI Helen Grace 1,M. J. Arlidge,42.16,Penguin UK,464,"Fiction , Thrillers , Crime",9781410000000 
The Vagrant (The Vagrant Trilogy),Peter Newman,34.58,HarperCollins UK,416,"Fiction , Action , Adventure",9780010000000 
Dark Age,Pierce Brown,71.63,Del Rey,800,"Fiction , Dystopian",9780430000000 
"Assassin's Apprentice (The Farseer Trilogy, Book 1)",Robin Hobb,26.51,HarperCollins UK,400,"Fiction , Fantasy , Action , Adventure",9780010000000 
"Assassin's Apprentice (The Farseer Trilogy, Book 1)",Robin Hobb,26.51,HarperCollins UK,400,"Fiction , Fantasy , Epic",9780010000000 
Her Royal Spyness,Rhys Bowen,31.46,Penguin,336,"Fiction , Mystery , Detective , Women Sleuths",9781100000000 
Eeny Meeny: DI Helen Grace 1,M. J. Arlidge,42.16,Penguin UK,464,"Fiction , Crime",9781410000000 
War and Peace: With bonus material from Give War and Peace A Chance by Andrew D. Kaufman,Leo Tolstoy,0,Simon and Schuster,1400,General,9781480000000 
Freakonomics Rev Ed: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,88.69,Harper Collins,336,"Social Science , Sociology , General",9780060000000 
Darksiders: The Abomination Vault: A Novel,Ari Marmell,57.3,Del Rey,368,General,9780350000000 
Final Option: 'The best one yet',Clive Cussler,93.75,Penguin UK,400,"Fiction , Thrillers , Political",9781410000000 
